Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
40,male,3,rent,little,rich,1905,15,education,"A male aged 40, who is highly skilled, rents his home and has a small savings account and a rich current account, requested a 1905€ loan for 15 months to pay for his studies.",good risk
29,female,1,rent,quite rich,little,1123,12,furniture/equipment,"A young woman, resident, with low liquidity in her current account, but quite rich in savings, who is renting her house, asks for a loan for furniture/equipment of $1123 with a 12 months duration.",good risk
46,male,2,free,little,little,6331,48,car,A 46 year old male with a high skill job and free housing requested a loan for a car of 6331 for 48 months with little savings.,good risk
47,female,2,free,moderate,rich,1377,24,radio/TV,"A female, aged 47, who is highly skilled and has a free accommodation, is requesting a 1377 loan for radio/TV for 24 months, she has a rich current account and moderate savings.",good risk
41,male,2,own,moderate,moderate,2503,30,business,A 41 year old male who is skilled has his own home and has moderate savings and current accounts has applied for a business loan of $2503 for 30 months.,good risk
32,female,2,own,little,moderate,2528,27,business,"A female, skilled worker, who owns her home, and has a moderate current account has applied for a business loan of $2528 for 27 months.",good risk
35,female,2,free,quite rich,little,5324,15,car,"A woman who is 35 years old, has a skilled job, has a free housing, has a lot of money in savings, has little money in her checking account, wants to buy a car, and wants a loan for 15 months.",good risk
24,male,2,own,moderate,moderate,6560,48,car,"A 24 year old male with moderate savings, who owns his home, and is skilled, is applying for a 6560 loan for a car, with a 48 month repayment period.",good risk
25,female,2,rent,little,moderate,2969,12,furniture/equipment,The client is a young woman who is skilled and renting. She is asking for a small amount of money to buy furniture. The credit risk is moderate.,good risk
25,female,2,own,little,moderate,1206,9,radio/TV,A 25 year old female with a moderate checking account and a little savings account applied for a 1206 credit for 9 months to buy a radio/TV. She has a skilled job and owns her house.,good risk
37,male,1,own,little,moderate,2118,9,radio/TV,"The person is a 37 year old male with a low savings account and a moderate checking account, he is applying for a loan of 2118 for a radio/TV with a duration of 9 months, he is unskilled and resident and owns his house.",bad risk
32,male,3,own,quite rich,little,629,18,radio/TV,"A male, 32 years old, highly skilled and resident, who owns his house, has quite rich savings, little current account, 629€ loan, 18 months duration, for a radio/TV.",good risk
35,female,2,free,little,little,1198,6,education,"Female, 35 years old, with little savings and current account, she is a skilled worker with free housing, she requested a loan of 1198 for education purposes, for a period of 6 months.",good risk
46,male,3,own,little,little,2476,21,car,"A male, highly skilled, 46 years old, owns his home and has a little in savings and checking. He wants a 2476 credit to buy a car with a 21 month duration.",good risk
25,male,1,own,little,little,1138,9,radio/TV,"A 25 year old man, resident and unskilled, who owns his house, with few savings and current accounts, requested a small loan for a radio/TV, for 9 months.",bad risk
27,male,3,own,little,moderate,14027,60,car,"The risk of granting a loan to a 27 year old man is low, since he has a high level of training, owns his home and has a moderate checking account.",good risk
63,male,2,own,little,little,7596,30,car,"Male, 63 years old, skilled worker, who owns his house, has little money in his current and savings accounts, requested a 7596 euros loan to buy a car for 30 months.",good risk
40,male,2,own,little,little,3077,30,radio/TV,"A 40 year old man, highly skilled, who owns his home, applied for a loan of 3077 to purchase a radio/TV. He has little savings and a little current account.",good risk
32,male,3,free,little,little,1505,18,radio/TV,The risk credit of a 32 years old male with a high skilled job who needs a 1505 loan for a radio/TV is low because he has a free accommodation and a little saving.,good risk
31,male,2,own,little,rich,3148,24,radio/TV,"The risk of granting a loan to a 31-year-old male, who is skilled, with his own home, a small savings account and a rich checking account, is low for the requested amount of 3148 over a period of 24 months for the purpose of buying a radio/TV.",good risk
31,male,2,own,moderate,moderate,6148,20,car,"A man of 31 years old, with a skilled job, his own house, moderate savings and current accounts, requested a car loan of 6148 for 20 months.",good risk
34,male,3,own,little,rich,1337,9,radio/TV,The client is a 34 year old man with a highly skilled job who owns his own home. He has a rich current account and a small savings account. He has requested a loan of 1337 for a radio/TV for a period of 9 months.,good risk
24,female,2,rent,rich,moderate,433,6,education,A 24-year-old female with a high savings account and a moderate current account is applying for a 433-month loan for education. The risk is low because the applicant is skilled and has a high savings account.,good risk
24,female,1,own,little,little,1228,12,car,A 24-year-old woman with a low-skilled job and a modest savings account wants to buy a car for 1228 and pay it off in 12 months.,bad risk
66,female,1,own,quite rich,moderate,790,9,radio/TV,"A 66 years old female with an unskilled job and owns her house, requested a loan of 790€ for 9 months to buy a radio/TV, with a quite rich saving account and a moderate checking account.",good risk
21,female,2,rent,little,little,2570,27,car,The person is a 21 year old woman with a skilled job who rents her home. She has a little savings and a little current account. She wants to buy a car with a 2570 credit for 27 months.,good risk
41,female,1,own,rich,little,250,6,car,"Female, 41 years old, unskilled and resident, owns her house, has a rich savings account and a little checking account, requested a loan of 250 for a car, for 6 months.",good risk
47,male,1,own,quite rich,little,1316,15,radio/TV,"The person is a 47 years old male, unskilled and resident, who owns his house, has quite rich savings and little checking account. He requested a loan of 1316 for a TV/Radio, with a duration of 15 months.",good risk
25,female,2,rent,little,little,1882,18,radio/TV,"A female, 25 years old, highly skilled, renting a house, with few savings, little current account, requesting a loan of 1882 for a radio/TV, for 18 months.",good risk
59,female,2,rent,little,moderate,6416,48,business,"A 59-year-old woman with a high-skilled job, who rents her house and has a moderate current account and little savings, requests a loan of $6416 for business purposes for 48 months.",good risk
